case_id,image_path,source,label,split,notes
135,data/brutes_kaggle/ABNORMAL-LUNG_00135_suspected_opacity_144.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00135_suspected_opacity_144.jpg
136,data/brutes_kaggle/ABNORMAL-LUNG_00136_suspected_opacity_145.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00136_suspected_opacity_145.jpg
137,data/brutes_kaggle/ABNORMAL-LUNG_00137_suspected_opacity_146.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00137_suspected_opacity_146.jpg
138,data/brutes_kaggle/ABNORMAL-LUNG_00138_suspected_opacity_147.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00138_suspected_opacity_147.jpg
139,data/brutes_kaggle/ABNORMAL-LUNG_00139_suspected_opacity_148.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00139_suspected_opacity_148.jpg
140,data/brutes_kaggle/ABNORMAL-LUNG_00140_suspected_opacity_149.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00140_suspected_opacity_149.jpg
141,data/brutes_kaggle/ABNORMAL-LUNG_00141_suspected_opacity_150.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00141_suspected_opacity_150.jpg
142,data/brutes_kaggle/ABNORMAL-LUNG_00142_suspected_opacity_151.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00142_suspected_opacity_151.jpg
143,data/brutes_kaggle/ABNORMAL-LUNG_00143_suspected_opacity_152.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00143_suspected_opacity_152.jpg
144,data/brutes_kaggle/ABNORMAL-LUNG_00144_suspected_opacity_153.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00144_suspected_opacity_153.jpg
145,data/brutes_kaggle/ABNORMAL-LUNG_00145_suspected_opacity_154.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00145_suspected_opacity_154.jpg
146,data/brutes_kaggle/ABNORMAL-LUNG_00146_suspected_opacity_156.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00146_suspected_opacity_156.jpg
147,data/brutes_kaggle/ABNORMAL-LUNG_00147_suspected_opacity_157.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00147_suspected_opacity_157.jpg
148,data/brutes_kaggle/ABNORMAL-LUNG_00148_suspected_opacity_158.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00148_suspected_opacity_158.jpg
149,data/brutes_kaggle/ABNORMAL-LUNG_00149_suspected_opacity_159.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00149_suspected_opacity_159.jpg
150,data/brutes_kaggle/ABNORMAL-LUNG_00150_suspected_opacity_160.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00150_suspected_opacity_160.jpg
151,data/brutes_kaggle/ABNORMAL-LUNG_00151_suspected_opacity_161.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00151_suspected_opacity_161.jpg
152,data/brutes_kaggle/ABNORMAL-LUNG_00152_suspected_opacity_162.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00152_suspected_opacity_162.jpg
153,data/brutes_kaggle/ABNORMAL-LUNG_00153_suspected_opacity_163.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00153_suspected_opacity_163.jpg
154,data/brutes_kaggle/ABNORMAL-LUNG_00154_suspected_opacity_164.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00154_suspected_opacity_164.jpg
155,data/brutes_kaggle/ABNORMAL-LUNG_00155_suspected_opacity_165.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00155_suspected_opacity_165.jpg
156,data/brutes_kaggle/ABNORMAL-LUNG_00156_suspected_opacity_166.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00156_suspected_opacity_166.jpg
157,data/brutes_kaggle/ABNORMAL-LUNG_00157_suspected_opacity_167.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00157_suspected_opacity_167.jpg
158,data/brutes_kaggle/ABNORMAL-LUNG_00158_suspected_opacity_168.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00158_suspected_opacity_168.jpg
159,data/brutes_kaggle/ABNORMAL-LUNG_00159_suspected_opacity_169.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00159_suspected_opacity_169.jpg
160,data/brutes_kaggle/ABNORMAL-LUNG_00160_suspected_opacity_170.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00160_suspected_opacity_170.jpg
161,data/brutes_kaggle/ABNORMAL-LUNG_00161_suspected_opacity_171.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00161_suspected_opacity_171.jpg
162,data/brutes_kaggle/ABNORMAL-LUNG_00162_suspected_opacity_172.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00162_suspected_opacity_172.jpg
163,data/brutes_kaggle/ABNORMAL-LUNG_00163_suspected_opacity_173.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00163_suspected_opacity_173.jpg
164,data/brutes_kaggle/ABNORMAL-LUNG_00164_suspected_opacity_174.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00164_suspected_opacity_174.jpg
165,data/brutes_kaggle/ABNORMAL-LUNG_00165_suspected_opacity_175.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00165_suspected_opacity_175.jpg
166,data/brutes_kaggle/ABNORMAL-LUNG_00166_suspected_opacity_176.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00166_suspected_opacity_176.jpg
167,data/brutes_kaggle/ABNORMAL-LUNG_00167_suspected_opacity_177.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00167_suspected_opacity_177.jpg
168,data/brutes_kaggle/ABNORMAL-LUNG_00168_suspected_opacity_178.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00168_suspected_opacity_178.jpg
169,data/brutes_kaggle/ABNORMAL-LUNG_00169_suspected_opacity_179.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00169_suspected_opacity_179.jpg
170,data/brutes_kaggle/ABNORMAL-LUNG_00170_suspected_opacity_180.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00170_suspected_opacity_180.jpg
171,data/brutes_kaggle/ABNORMAL-LUNG_00171_suspected_opacity_181.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00171_suspected_opacity_181.jpg
172,data/brutes_kaggle/ABNORMAL-LUNG_00172_suspected_opacity_183.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00172_suspected_opacity_183.jpg
173,data/brutes_kaggle/ABNORMAL-LUNG_00173_suspected_opacity_184.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00173_suspected_opacity_184.jpg
174,data/brutes_kaggle/ABNORMAL-LUNG_00174_suspected_opacity_185.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00174_suspected_opacity_185.jpg
175,data/brutes_kaggle/ABNORMAL-LUNG_00175_suspected_opacity_186.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00175_suspected_opacity_186.jpg
176,data/brutes_kaggle/ABNORMAL-LUNG_00176_suspected_opacity_187.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00176_suspected_opacity_187.jpg
177,data/brutes_kaggle/ABNORMAL-LUNG_00177_suspected_opacity_188.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00177_suspected_opacity_188.jpg
178,data/brutes_kaggle/ABNORMAL-LUNG_00178_suspected_opacity_189.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00178_suspected_opacity_189.jpg
179,data/brutes_kaggle/ABNORMAL-LUNG_00179_suspected_opacity_190.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00179_suspected_opacity_190.jpg
180,data/brutes_kaggle/ABNORMAL-LUNG_00180_suspected_opacity_191.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00180_suspected_opacity_191.jpg
181,data/brutes_kaggle/ABNORMAL-LUNG_00181_suspected_opacity_192.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00181_suspected_opacity_192.jpg
182,data/brutes_kaggle/ABNORMAL-LUNG_00182_suspected_opacity_193.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00182_suspected_opacity_193.jpg
183,data/brutes_kaggle/ABNORMAL-LUNG_00183_suspected_opacity_194.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00183_suspected_opacity_194.jpg
184,data/brutes_kaggle/ABNORMAL-LUNG_00184_suspected_opacity_195.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00184_suspected_opacity_195.jpg
185,data/brutes_kaggle/ABNORMAL-LUNG_00185_suspected_opacity_196.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00185_suspected_opacity_196.jpg
186,data/brutes_kaggle/ABNORMAL-LUNG_00186_suspected_opacity_197.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00186_suspected_opacity_197.jpg
187,data/brutes_kaggle/ABNORMAL-LUNG_00187_suspected_opacity_198.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00187_suspected_opacity_198.jpg
188,data/brutes_kaggle/ABNORMAL-LUNG_00188_suspected_opacity_199.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00188_suspected_opacity_199.jpg
189,data/brutes_kaggle/ABNORMAL-LUNG_00189_suspected_opacity_200.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00189_suspected_opacity_200.jpg
190,data/brutes_kaggle/ABNORMAL-LUNG_00190_suspected_opacity_201.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00190_suspected_opacity_201.jpg
191,data/brutes_kaggle/ABNORMAL-LUNG_00191_suspected_opacity_202.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00191_suspected_opacity_202.jpg
192,data/brutes_kaggle/ABNORMAL-LUNG_00192_suspected_opacity_203.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00192_suspected_opacity_203.jpg
193,data/brutes_kaggle/ABNORMAL-LUNG_00193_suspected_opacity_204.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00193_suspected_opacity_204.jpg
194,data/brutes_kaggle/ABNORMAL-LUNG_00194_suspected_opacity_205.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00194_suspected_opacity_205.jpg
195,data/brutes_kaggle/ABNORMAL-LUNG_00195_suspected_opacity_206.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00195_suspected_opacity_206.jpg
196,data/brutes_kaggle/ABNORMAL-LUNG_00196_suspected_opacity_207.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00196_suspected_opacity_207.jpg
197,data/brutes_kaggle/ABNORMAL-LUNG_00197_suspected_opacity_208.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00197_suspected_opacity_208.jpg
198,data/brutes_kaggle/ABNORMAL-LUNG_00198_suspected_opacity_209.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00198_suspected_opacity_209.jpg
199,data/brutes_kaggle/ABNORMAL-LUNG_00199_suspected_opacity_210.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00199_suspected_opacity_210.jpg
200,data/brutes_kaggle/ABNORMAL-LUNG_00200_suspected_opacity_211.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00200_suspected_opacity_211.jpg
201,data/brutes_kaggle/ABNORMAL-LUNG_00201_suspected_opacity_212.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00201_suspected_opacity_212.jpg
202,data/brutes_kaggle/ABNORMAL-LUNG_00202_suspected_opacity_213.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00202_suspected_opacity_213.jpg
203,data/brutes_kaggle/ABNORMAL-LUNG_00203_suspected_opacity_214.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00203_suspected_opacity_214.jpg
204,data/brutes_kaggle/ABNORMAL-LUNG_00204_suspected_opacity_215.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00204_suspected_opacity_215.jpg
205,data/brutes_kaggle/ABNORMAL-LUNG_00205_suspected_opacity_216.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00205_suspected_opacity_216.jpg
206,data/brutes_kaggle/ABNORMAL-LUNG_00206_suspected_opacity_217.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00206_suspected_opacity_217.jpg
207,data/brutes_kaggle/ABNORMAL-LUNG_00207_suspected_opacity_218.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00207_suspected_opacity_218.jpg
208,data/brutes_kaggle/ABNORMAL-LUNG_00208_suspected_opacity_219.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00208_suspected_opacity_219.jpg
209,data/brutes_kaggle/ABNORMAL-LUNG_00209_suspected_opacity_220.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00209_suspected_opacity_220.jpg
210,data/brutes_kaggle/ABNORMAL-LUNG_00210_suspected_opacity_221.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00210_suspected_opacity_221.jpg
211,data/brutes_kaggle/ABNORMAL-LUNG_00211_suspected_opacity_222.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00211_suspected_opacity_222.jpg
212,data/brutes_kaggle/ABNORMAL-LUNG_00212_suspected_opacity_223.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00212_suspected_opacity_223.jpg
213,data/brutes_kaggle/ABNORMAL-LUNG_00213_suspected_opacity_224.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00213_suspected_opacity_224.jpg
214,data/brutes_kaggle/ABNORMAL-LUNG_00214_suspected_opacity_225.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00214_suspected_opacity_225.jpg
215,data/brutes_kaggle/ABNORMAL-LUNG_00215_suspected_opacity_226.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00215_suspected_opacity_226.jpg
216,data/brutes_kaggle/ABNORMAL-LUNG_00216_suspected_opacity_227.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00216_suspected_opacity_227.jpg
217,data/brutes_kaggle/ABNORMAL-LUNG_00217_suspected_opacity_228.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00217_suspected_opacity_228.jpg
218,data/brutes_kaggle/ABNORMAL-LUNG_00218_suspected_opacity_229.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00218_suspected_opacity_229.jpg
219,data/brutes_kaggle/ABNORMAL-LUNG_00219_suspected_opacity_230.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00219_suspected_opacity_230.jpg
220,data/brutes_kaggle/ABNORMAL-LUNG_00220_suspected_opacity_231.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00220_suspected_opacity_231.jpg
221,data/brutes_kaggle/ABNORMAL-LUNG_00221_suspected_opacity_232.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00221_suspected_opacity_232.jpg
222,data/brutes_kaggle/ABNORMAL-LUNG_00222_suspected_opacity_233.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00222_suspected_opacity_233.jpg
223,data/brutes_kaggle/ABNORMAL-LUNG_00223_suspected_opacity_234.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00223_suspected_opacity_234.jpg
224,data/brutes_kaggle/ABNORMAL-LUNG_00224_suspected_opacity_235.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00224_suspected_opacity_235.jpg
225,data/brutes_kaggle/ABNORMAL-LUNG_00225_suspected_opacity_236.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00225_suspected_opacity_236.jpg
226,data/brutes_kaggle/ABNORMAL-LUNG_00226_suspected_opacity_237.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00226_suspected_opacity_237.jpg
227,data/brutes_kaggle/ABNORMAL-LUNG_00227_suspected_opacity_238.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00227_suspected_opacity_238.jpg
228,data/brutes_kaggle/ABNORMAL-LUNG_00228_suspected_opacity_239.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00228_suspected_opacity_239.jpg
229,data/brutes_kaggle/ABNORMAL-LUNG_00229_suspected_opacity_240.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00229_suspected_opacity_240.jpg
230,data/brutes_kaggle/ABNORMAL-LUNG_00230_suspected_opacity_241.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00230_suspected_opacity_241.jpg
231,data/brutes_kaggle/ABNORMAL-LUNG_00231_suspected_opacity_242.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00231_suspected_opacity_242.jpg
232,data/brutes_kaggle/ABNORMAL-LUNG_00232_suspected_opacity_243.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00232_suspected_opacity_243.jpg
233,data/brutes_kaggle/ABNORMAL-LUNG_00233_suspected_opacity_244.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00233_suspected_opacity_244.jpg
234,data/brutes_kaggle/ABNORMAL-LUNG_00234_suspected_opacity_245.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00234_suspected_opacity_245.jpg
235,data/brutes_kaggle/ABNORMAL-LUNG_00235_suspected_opacity_246.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00235_suspected_opacity_246.jpg
236,data/brutes_kaggle/ABNORMAL-LUNG_00236_suspected_opacity_247.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00236_suspected_opacity_247.jpg
237,data/brutes_kaggle/ABNORMAL-LUNG_00237_suspected_opacity_248.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00237_suspected_opacity_248.jpg
238,data/brutes_kaggle/ABNORMAL-LUNG_00238_suspected_opacity_249.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00238_suspected_opacity_249.jpg
239,data/brutes_kaggle/ABNORMAL-LUNG_00239_suspected_opacity_250.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00239_suspected_opacity_250.jpg
240,data/brutes_kaggle/ABNORMAL-LUNG_00240_suspected_opacity_252.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00240_suspected_opacity_252.jpg
241,data/brutes_kaggle/ABNORMAL-LUNG_00241_suspected_opacity_253.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00241_suspected_opacity_253.jpg
242,data/brutes_kaggle/ABNORMAL-LUNG_00242_suspected_opacity_254.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00242_suspected_opacity_254.jpg
243,data/brutes_kaggle/ABNORMAL-LUNG_00243_suspected_opacity_255.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00243_suspected_opacity_255.jpg
244,data/brutes_kaggle/ABNORMAL-LUNG_00244_suspected_opacity_256.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00244_suspected_opacity_256.jpg
245,data/brutes_kaggle/ABNORMAL-LUNG_00245_suspected_opacity_257.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00245_suspected_opacity_257.jpg
246,data/brutes_kaggle/ABNORMAL-LUNG_00246_suspected_opacity_258.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00246_suspected_opacity_258.jpg
247,data/brutes_kaggle/ABNORMAL-LUNG_00247_suspected_opacity_259.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00247_suspected_opacity_259.jpg
248,data/brutes_kaggle/ABNORMAL-LUNG_00248_suspected_opacity_260.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00248_suspected_opacity_260.jpg
249,data/brutes_kaggle/ABNORMAL-LUNG_00249_suspected_opacity_261.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00249_suspected_opacity_261.jpg
250,data/brutes_kaggle/ABNORMAL-LUNG_00250_suspected_opacity_262.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00250_suspected_opacity_262.jpg
251,data/brutes_kaggle/ABNORMAL-LUNG_00251_suspected_opacity_263.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00251_suspected_opacity_263.jpg
252,data/brutes_kaggle/ABNORMAL-LUNG_00252_suspected_opacity_264.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00252_suspected_opacity_264.jpg
253,data/brutes_kaggle/ABNORMAL-LUNG_00253_suspected_opacity_265.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00253_suspected_opacity_265.jpg
254,data/brutes_kaggle/ABNORMAL-LUNG_00254_suspected_opacity_266.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00254_suspected_opacity_266.jpg
255,data/brutes_kaggle/ABNORMAL-LUNG_00255_suspected_opacity_267.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00255_suspected_opacity_267.jpg
256,data/brutes_kaggle/ABNORMAL-LUNG_00256_suspected_opacity_268.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00256_suspected_opacity_268.jpg
257,data/brutes_kaggle/ABNORMAL-LUNG_00257_suspected_opacity_269.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00257_suspected_opacity_269.jpg
258,data/brutes_kaggle/ABNORMAL-LUNG_00258_suspected_opacity_270.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00258_suspected_opacity_270.jpg
259,data/brutes_kaggle/ABNORMAL-LUNG_00259_suspected_opacity_272.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00259_suspected_opacity_272.jpg
260,data/brutes_kaggle/ABNORMAL-LUNG_00260_suspected_opacity_273.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00260_suspected_opacity_273.jpg
261,data/brutes_kaggle/ABNORMAL-LUNG_00261_suspected_opacity_274.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00261_suspected_opacity_274.jpg
262,data/brutes_kaggle/ABNORMAL-LUNG_00262_suspected_opacity_275.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00262_suspected_opacity_275.jpg
263,data/brutes_kaggle/ABNORMAL-LUNG_00263_suspected_opacity_276.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00263_suspected_opacity_276.jpg
264,data/brutes_kaggle/ABNORMAL-LUNG_00264_suspected_opacity_277.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00264_suspected_opacity_277.jpg
265,data/brutes_kaggle/ABNORMAL-LUNG_00265_suspected_opacity_278.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00265_suspected_opacity_278.jpg
266,data/brutes_kaggle/ABNORMAL-LUNG_00266_suspected_opacity_279.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00266_suspected_opacity_279.jpg
267,data/brutes_kaggle/ABNORMAL-LUNG_00267_suspected_opacity_280.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00267_suspected_opacity_280.jpg
268,data/brutes_kaggle/ABNORMAL-LUNG_00268_suspected_opacity_281.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00268_suspected_opacity_281.jpg
